order_id,order_date,customer_name,email_address,phone,product,qty,unit_price,discount,total,status,shipping_address,city,state,zip,year,month,revenue
19152,2023-08-23,Nicholas Lee,nicholas.lee@aol.com,14887696186,Mechanical Keyboard,1,129.99,10.0,116.99,completed,4000 Elm Blvd,Minneapolis,MN,55487,2023,8,129.99
11877,2024-12-31,Melissa Mitchell,melissa.mitchell@yahoo.com,17203727671,Phone Case,3,19.99,20.0,47.98,shipped,5865 Elm Ln,Nashville,TN,37278,2024,12,59.97
18778,2024-12-31,Timothy Parker,timothy.parker@aol.com,2179981431,HDMI Cable 6ft,3,9.99,15.0,25.47,cancelled,2923 Main Ln,Portland,OR,97272,2024,12,29.97
15467,2024-12-31,William Brown,william.brown@outlook.com,8567531944,Gaming Headset,2,89.99,0.0,179.98,cancelled,4161 Birch Ln,Miami,FL,33176,2024,12,179.98
20943,2024-12-31,Ruth Smith,ruth.smith@aol.com,3196035345,Phone Case,3,19.99,20.0,47.98,pending,3416 Maple St,Miami,FL,33170,2024,12,59.97
19094,2024-12-31,Richard Baker,richard.baker@gmail.com,5028561767,Standing Desk,3,599.99,10.0,1619.97,shipped,8133 Elm Dr,Chicago,IL,60626,2024,12,1799.97
19863,2023-07-04,Anna Thomas,anna.thomas@hotmail.com,9372937874,Desk Lamp,2,34.99,15.0,59.48,completed,7217 Pine Ct,San Jose,CA,95115,2023,7,69.98
18817,2023-06-14,Ronald Clark,ronald.clark@yahoo.com,6319019270,Webcam,2,89.99,0.0,179.98,pending,2770 Main Ave,Phoenix,AZ,85067,2023,6,179.98
2551,2024-05-03,Michelle Turner,michelle.turner@yahoo.com,2275861377,USB Hub 7-Port,4,34.99,0.0,139.96,pending,3278 Pine Ct,Philadelphia,PA,19167,2024,5,139.96
20302,2024-12-31,Jeffrey Rogers,jeffrey.rogers@yahoo.com,7375628451,Ergonomic Chair,2,349.99,15.0,594.98,refunded,2773 Spruce St,San Diego,CA,92134,2024,12,699.98
24458,2024-12-31,Ashley Parker,ashley.parker@yahoo.com,2108098425,Monitor,4,299.99,10.0,1079.96,completed,3972 Birch Ave,San Jose,CA,95164,2024,12,1199.96
18025,2024-12-31,Jonathan Thomas,unknown@email.com,4292762479,Smart Plug 4-Pack,4,29.99,0.0,119.96,cancelled,1630 Pine Ave,Portland,OR,97283,2024,12,119.96
3972,2024-11-11,Sharon Smith,sharon.smith@yahoo.com,15453679492,Laptop Stand,4,45.0,0.0,180.0,pending,7235 Spruce Ln,Las Vegas,NV,89167,2024,11,180.0
18386,2024-12-31,Anna Evans,anna.evans@hotmail.com,5069077225,Monitor Arm,4,89.99,20.0,287.97,completed,2142 Spruce Ave,Nashville,TN,37249,2024,12,359.96
27019,2024-12-31,Jason Rogers,jason.rogers@outlook.com,8999666848,Desk Lamp,1,34.99,0.0,34.99,pending,3262 Elm Ct,Austin,TX,78796,2024,12,34.99
18785,2024-12-31,Donald Martin,donald.martin@outlook.com,2608645921,Mouse Pad XL,4,24.99,0.0,99.96,refunded,1257 Birch Way,Nashville,TN,37219,2024,12,99.96
11369,2024-01-02,Ruth Parker,ruth.parker@hotmail.com,19276987528,Phone Case,2,19.99,5.0,37.98,cancelled,8349 Spruce Blvd,Boston,MA,2155,2024,1,39.98
5875,2024-12-31,David Torres,david.torres@outlook.com,,Keyboard Wrist Rest,1,19.99,0.0,19.99,completed,3721 Walnut Way,Salt Lake City,UT,84132,2024,12,19.99
18503,2024-12-31,Sharon Sanchez,sharon.sanchez@aol.com,18536826071,Monitor,1,299.99,0.0,299.99,pending,"""3615 Aspen St, Apt 18""",Nashville,TN,37229,2024,12,299.99
14607,2024-12-31,Kevin Miller,kevin.miller@aol.com,7264937989,Wireless Mouse,2,39.99,10.0,71.98,refunded,4864 Spruce Blvd,Dallas,TX,75228,2024,12,79.98
11458,2024-12-31,Rebecca Turner,rebecca.turner@outlook.com,7307983982,USB-C Cable,3,12.49,15.0,31.85,completed,5520 Maple Rd,San Diego,CA,92188,2024,12,37.47
16898,2024-12-31,Amanda Smith,amanda.smith@outlook.com,9113367192,Desk Lamp,2,34.99,0.0,69.98,cancelled,1827 Aspen St,San Diego,CA,92133,2024,12,69.98
24969,2023-11-12,Karen Thompson,karen.thompson@outlook.com,9942958442,Desk Lamp,3,34.99,0.0,104.97,cancelled,4831 Birch Ct,Indianapolis,IN,46286,2023,11,104.97
7182,2023-06-24,Sharon Johnson,sharon.johnson@outlook.com,18958658861,Microphone,3,199.99,0.0,599.97,refunded,4468 Main Rd,Boston,MA,2190,2023,6,599.97
1327,2024-12-31,Ronald Lewis,ronald.lewis@gmail.com,2952268166,Ring Light,2,79.99,15.0,135.98,completed,9552 Birch Blvd,Columbus,OH,43280,2024,12,159.98
22452,2024-12-31,George Scott,george.scott@yahoo.com,9732794110,Mechanical Keyboard,1,129.99,15.0,110.49,completed,2485 Aspen Way,Columbus,OH,43229,2024,12,129.99
10509,2024-12-31,Emma Mitchell,emma.mitchell@icloud.com,5556134340,"Laptop Sleeve 15""",1,29.99,5.0,28.49,completed,5215 Birch St,Portland,OR,97238,2024,12,29.99
23420,2024-12-31,Jeffrey Garcia,jeffrey.garcia@icloud.com,3598875632,Laptop Stand,4,45.0,15.0,153.0,completed,2406 Pine Ct,Columbus,OH,43281,2024,12,180.0
21732,2024-12-31,Unknown Customer,n/a@placeholder.com,14552748470,4K Webcam,4,149.99,10.0,539.96,pending,1147 Pine Way,Phoenix,AZ,85074,2024,12,599.96
3445,2024-12-31,James Lewis,james.lewis@outlook.com,19572972690,Smart Plug 4-Pack,3,29.99,10.0,80.97,refunded,8296 Cedar Ln,Phoenix,AZ,85024,2024,12,89.97
26444,2024-12-31,Matthew Carter,matthew.carter@icloud.com,8422437332,Standing Desk,4,599.99,15.0,2039.97,cancelled,9299 Elm Ave,Denver,CO,80281,2024,12,2399.96
27398,2024-12-31,Emma Wright,emma.wright@icloud.com,4247872258,Laptop Stand,1,45.0,20.0,36.0,cancelled,8122 Aspen Ave,Portland,OR,97253,2024,12,45.0
20259,2024-12-31,John Stewart,john.stewart@outlook.com,7732203612,HDMI Cable 6ft,3,9.99,20.0,23.98,pending,2742 Main Ln,Portland,OR,97261,2024,12,29.97
6925,2024-12-31,Unknown Customer,linda.harris@icloud.com,3102663092,Gaming Headset,2,89.99,0.0,179.98,shipped,1848 Walnut Ln,Phoenix,AZ,85023,2024,12,179.98
4598,2024-12-31,James Hill,james.hill@outlook.com,9352904285,Keyboard Wrist Rest,2,19.99,5.0,37.98,pending,1473 Pine Ave,Charlotte,NC,28240,2024,12,39.98
21905,2024-12-31,Brian Torres,brian.torres@outlook.com,16669794760,Laptop Cooler,3,39.99,5.0,113.97,completed,8198 Oak Ave,Atlanta,GA,30376,2024,12,119.97
11060,2024-12-31,Ronald Williams,ronald.williams@gmail.com,7746761010,Ergonomic Chair,4,349.99,5.0,1329.96,completed,3940 Pine Blvd,Austin,TX,78741,2024,12,1399.96
27232,2023-10-16,Emily Evans,emily.evans@icloud.com,17784893891,HDMI Cable 6ft,1,9.99,15.0,8.49,cancelled,"""1002 Cedar Ct, Apt 9""",Salt Lake City,UT,84156,2023,10,9.99
22537,2024-12-31,David Smith,david.smith@outlook.com,3528946282,Webcam,1,89.99,0.0,89.99,pending,6441 Main Dr,Boston,MA,2190,2024,12,89.99
4687,2024-12-31,Jennifer Reed,jennifer.reed@yahoo.com,5155959637,"Laptop Sleeve 15""",3,29.99,20.0,71.98,shipped,1593 Spruce Ln,Seattle,WA,98125,2024,12,89.97
25672,2024-12-31,Jeffrey White,jeffrey.white@gmail.com,,Monitor Arm,2,89.99,0.0,179.98,shipped,6686 Spruce Ave,Charlotte,NC,28238,2024,12,179.98
18178,2024-12-31,Carol Martinez,carol.martinez@hotmail.com,7993123796,Keyboard Wrist Rest,4,19.99,10.0,71.96,shipped,6484 Spruce Ct,Seattle,WA,98172,2024,12,79.96
24808,2024-12-31,Daniel Hernandez,daniel.hernandez@outlook.com,2328855038,"Laptop Sleeve 15""",1,29.99,10.0,26.99,cancelled,9340 Oak Blvd,Phoenix,AZ,85094,2024,12,29.99
24291,2024-05-06,Daniel Parker,daniel.parker@hotmail.com,5154705575,Mouse Pad XL,3,24.99,15.0,63.72,shipped,807 Birch Dr,Minneapolis,MN,55456,2024,5,74.97
11250,2024-12-31,Jeffrey Perez,jeffrey.perez@gmail.com,7438226305,Phone Case,2,19.99,0.0,39.98,pending,1845 Aspen Ln,Boston,MA,2128,2024,12,39.98
6783,2024-10-21,Edward Allen,edward.allen@hotmail.com,,Cable Organizer,3,12.99,0.0,38.97,pending,2343 Spruce Ln,Portland,OR,97210,2024,10,38.97
3308,2024-12-31,Amanda Nguyen,amanda.nguyen@aol.com,8954092780,4K Webcam,2,149.99,5.0,284.98,shipped,5007 Pine Ave,San Jose,CA,95178,2024,12,299.98
14281,2024-02-12,Unknown Customer,sharon.jones@gmail.com,5555905390,Webcam,2,89.99,0.0,179.98,shipped,8340 Cedar Rd,Portland,OR,97256,2024,2,179.98
11657,2024-12-31,William White,william.white@gmail.com,9348702825,USB Hub 7-Port,3,34.99,10.0,94.47,refunded,5367 Oak Dr,Seattle,WA,98131,2024,12,104.97
11512,2024-12-31,Angela Hill,angela.hill@gmail.com,2334174858,Phone Stand,3,15.99,0.0,47.97,refunded,6630 Maple Dr,Charlotte,NC,28282,2024,12,47.97
12618,2024-12-31,Anna Turner,anna.turner@hotmail.com,7964807468,Smart Plug 4-Pack,4,29.99,20.0,95.97,cancelled,3399 Walnut Ln,Portland,OR,97272,2024,12,119.96
5263,2024-12-31,Lisa Sanchez,lisa.sanchez@outlook.com,15778863008,Gaming Headset,1,89.99,5.0,85.49,refunded,9760 Walnut Ave,Boston,MA,2131,2024,12,89.99
2646,2024-12-31,Daniel Collins,unknown@email.com,3572023532,"Laptop Sleeve 15""",3,29.99,0.0,89.97,cancelled,5348 Maple Way,Minneapolis,MN,55473,2024,12,89.97
15534,2023-02-24,Daniel King,daniel.king@hotmail.com,19305242462,Webcam,4,89.99,0.0,359.96,cancelled,782 Cedar Way,Dallas,TX,75254,2023,2,359.96
8470,2024-12-31,Pamela Williams,pamela.williams@icloud.com,15273406373,USB-C Cable,4,12.49,10.0,44.96,shipped,1935 Birch Ct,Chicago,IL,60650,2024,12,49.96
11595,2024-12-31,Kevin Young,kevin.young@outlook.com,9298613294,Laptop Cooler,1,39.99,0.0,39.99,shipped,608 Spruce Blvd,Philadelphia,PA,19150,2024,12,39.99
20363,2023-11-17,Timothy Young,timothy.young@outlook.com,9493983990,Cable Organizer,3,12.99,20.0,31.18,refunded,7283 Walnut Way,Seattle,WA,98163,2023,11,38.97
22934,2024-12-31,Gary Stewart,gary.stewart@hotmail.com,7269351449,Mechanical Keyboard,2,129.99,5.0,246.98,shipped,2640 Maple Way,Dallas,TX,75223,2024,12,259.98
9089,2024-12-31,Pamela Harris,pamela.harris@outlook.com,14998233402,Laptop Cooler,1,39.99,15.0,33.99,shipped,1897 Birch Ct,Minneapolis,MN,55490,2024,12,39.99
9673,2024-12-31,Michelle Williams,michelle.williams@yahoo.com,Unknown,Mechanical Keyboard,2,129.99,5.0,246.98,shipped,8561 Elm Ave,Seattle,WA,98179,2024,12,259.98
12312,2024-12-31,Brenda Anderson,brenda.anderson@outlook.com,6745068587,4K Webcam,1,149.99,20.0,119.99,refunded,9294 Walnut Blvd,Charlotte,NC,28256,2024,12,149.99
13779,2024-12-31,Jason Jones,jason.jones@icloud.com,16447158907,Mouse Pad XL,4,24.99,15.0,84.97,completed,6582 Maple St,Boston,MA,2115,2024,12,99.96
14734,2024-12-31,Karen Carter,unknown@email.com,6769214599,Portable Charger,4,49.99,0.0,199.96,refunded,5508 Cedar Ct,Indianapolis,IN,46274,2024,12,199.96
22112,2024-12-31,Jennifer Torres,jennifer.torres@gmail.com,6079792818,Laptop Cooler,3,39.99,0.0,119.97,pending,2894 Main Ave,Boston,MA,2123,2024,12,119.97
6859,2024-12-31,Kevin Hill,kevin.hill@icloud.com,6795912662,Desk Lamp,3,34.99,0.0,104.97,refunded,3502 Birch Dr,Boston,MA,2154,2024,12,104.97
26198,2024-12-31,Linda Jones,linda.jones@yahoo.com,8846084935,Monitor,1,299.99,20.0,239.99,completed,545 Oak Ln,San Diego,CA,92172,2024,12,299.99
15666,2024-12-31,Ryan Williams,ryan.williams@icloud.com,,Wireless Headphones,3,79.99,0.0,239.97,completed,1712 Oak Way,Seattle,WA,98182,2024,12,239.96999999999997
14997,2024-12-31,Amanda Turner,amanda.turner@yahoo.com,8853493779,Ring Light,4,79.99,15.0,271.97,refunded,4697 Elm Dr,San Diego,CA,92151,2024,12,319.96
23515,2024-12-31,Lisa Allen,lisa.allen@gmail.com,2652353505,Gaming Headset,2,89.99,0.0,179.98,cancelled,2448 Oak Ave,Seattle,WA,98126,2024,12,179.98
10012,2024-12-31,Pamela Morris,pamela.morris@gmail.com,8875672584,4K Webcam,2,149.99,0.0,299.98,shipped,"""2918 Oak St, Apt 9""",San Jose,CA,95132,2024,12,299.98
26309,2024-12-31,Jonathan Anderson,unknown@email.com,7732334194,Cable Organizer,3,12.99,20.0,31.18,completed,7588 Maple Ct,Chicago,IL,60628,2024,12,38.97
2215,2024-12-31,Ruth White,ruth.white@hotmail.com,12734244392,Phone Stand,4,15.99,0.0,63.96,shipped,331 Cedar Ln,Philadelphia,PA,19150,2024,12,63.96
14894,2024-12-31,Stephanie Lee,stephanie.lee@gmail.com,6114414250,Monitor,3,299.99,15.0,764.97,cancelled,6923 Main Ave,Philadelphia,PA,19192,2024,12,899.97
24528,2024-12-31,Anna Carter,anna.carter@aol.com,4354079672,"Laptop Sleeve 15""",3,29.99,0.0,89.97,pending,5307 Main St,Denver,CO,80290,2024,12,89.97
27992,2024-12-31,Unknown Customer,lisa.thomas@outlook.com,2563435914,Desk Lamp,3,34.99,20.0,83.98,refunded,2549 Aspen Ave,Denver,CO,80223,2024,12,104.97
20922,2024-12-31,Paul Martinez,paul.martinez@gmail.com,12559643284,Ergonomic Chair,2,349.99,10.0,629.98,pending,9404 Aspen Rd,Salt Lake City,UT,84132,2024,12,699.98
1066,2024-12-31,Susan Williams,susan.williams@outlook.com,9486695215,Monitor,3,299.99,0.0,899.97,pending,2298 Spruce Way,Salt Lake City,UT,84144,2024,12,899.97
6008,2023-08-11,Stephanie Davis,stephanie.davis@icloud.com,7307672416,USB Hub 7-Port,3,34.99,0.0,104.97,pending,4134 Walnut Rd,Minneapolis,MN,55470,2023,8,104.97
27897,2024-06-09,Ashley Reed,ashley.reed@yahoo.com,13519177818,Keyboard Wrist Rest,2,19.99,5.0,37.98,shipped,3585 Spruce Ave,Nashville,TN,37281,2024,6,39.98
26399,2024-12-31,Jason Morris,jason.morris@aol.com,2697948790,Cable Management Kit,3,14.99,10.0,40.47,shipped,3849 Aspen Blvd,Charlotte,NC,28220,2024,12,44.97
11887,2024-12-31,Brian Baker,brian.baker@icloud.com,16754192474,Mouse Pad XL,3,24.99,0.0,74.97,refunded,4101 Main Way,Chicago,IL,60639,2024,12,74.97
15923,2024-12-31,Jennifer Carter,jennifer.carter@aol.com,7182648776,Gaming Headset,4,89.99,5.0,341.96,pending,3539 Cedar Dr,Las Vegas,NV,89121,2024,12,359.96
22876,2024-12-31,Emma Baker,emma.baker@icloud.com,4294171329,Portable Charger,1,49.99,0.0,49.99,pending,6514 Main St,Minneapolis,MN,55447,2024,12,49.99
11627,2024-12-31,Ronald Wright,ronald.wright@aol.com,3585745883,Laptop Cooler,4,39.99,0.0,159.96,pending,2477 Walnut Dr,Seattle,WA,98118,2024,12,159.96
19197,2024-03-13,Brenda Anderson,brenda.anderson@icloud.com,5353837637,USB-C Cable,2,12.49,5.0,23.73,refunded,7294 Birch Ave,Portland,OR,97290,2024,3,24.98
8668,2024-12-31,Susan Robinson,susan.robinson@icloud.com,,Cable Management Kit,2,14.99,0.0,29.98,shipped,5602 Maple Ct,Boston,MA,2197,2024,12,29.98
15418,2024-12-31,Matthew Rogers,matthew.rogers@yahoo.com,7094323790,Desk Lamp,4,34.99,5.0,132.96,shipped,"""1700 Main Rd, Apt 16""",Philadelphia,PA,19160,2024,12,139.96
24072,2024-12-31,Edward Turner,edward.turner@icloud.com,9617514445,Wireless Headphones,3,79.99,0.0,239.97,cancelled,7140 Pine Ave,Atlanta,GA,30321,2024,12,239.96999999999997
24366,2024-12-31,Anna King,anna.king@aol.com,17745915498,"Laptop Sleeve 15""",1,29.99,15.0,25.49,shipped,893 Aspen Ct,Seattle,WA,98139,2024,12,29.99
7927,2024-12-31,Timothy Turner,timothy.turner@outlook.com,7322435153,Mechanical Keyboard,2,129.99,10.0,233.98,completed,8337 Elm Rd,Salt Lake City,UT,84125,2024,12,259.98
10508,2024-12-31,Linda Garcia,linda.garcia@gmail.com,7816004025,Ring Light,3,79.99,10.0,215.97,cancelled,1396 Spruce Rd,Dallas,TX,75255,2024,12,239.96999999999997
12756,2024-12-31,Laura Rogers,laura.rogers@outlook.com,6023334881,Streaming Mic Bundle,3,299.99,0.0,899.97,cancelled,4555 Pine Rd,Seattle,WA,98155,2024,12,899.97
11136,2024-12-31,Karen Jones,karen.jones@outlook.com,2214759990,HDMI Cable 6ft,2,9.99,10.0,17.98,shipped,9930 Oak Blvd,Las Vegas,NV,89143,2024,12,19.98
12059,2024-03-09,Ashley Jackson,ashley.jackson@outlook.com,9354845303,Ergonomic Chair,2,349.99,0.0,699.98,shipped,1194 Oak Ct,Portland,OR,97212,2024,3,699.98
22549,2024-12-31,Sharon Parker,sharon.parker@outlook.com,6156412496,Blue Light Glasses,3,24.99,0.0,74.97,completed,2591 Elm Rd,Las Vegas,NV,89150,2024,12,74.97
17477,2024-12-31,Jennifer Nguyen,jennifer.nguyen@aol.com,4206187952,Streaming Mic Bundle,4,299.99,15.0,1019.97,cancelled,3057 Pine Ave,San Jose,CA,95137,2024,12,1199.96
11113,2024-12-31,Sharon Clark,sharon.clark@aol.com,8756886647,Mouse Pad XL,2,24.99,15.0,42.48,cancelled,2061 Aspen Way,San Diego,CA,92131,2024,12,49.98
2876,2024-12-31,William Stewart,william.stewart@outlook.com,9489174643,Ergonomic Chair,3,349.99,0.0,1049.97,cancelled,4599 Aspen Way,San Jose,CA,95119,2024,12,1049.97
21209,2024-11-26,Jacob Garcia,jacob.garcia@outlook.com,2459173885,"Laptop Sleeve 15""",4,29.99,10.0,107.96,completed,1992 Cedar Way,Las Vegas,NV,89178,2024,11,119.96
13028,2024-12-31,Patricia King,patricia.king@gmail.com,9429582142,Gaming Headset,1,89.99,10.0,80.99,pending,794 Spruce Blvd,Nashville,TN,37246,2024,12,89.99
5181,2024-12-31,Daniel White,daniel.white@outlook.com,Unknown,4K Webcam,3,149.99,20.0,359.98,refunded,5120 Birch Blvd,Chicago,IL,60639,2024,12,449.97
17215,2023-11-03,Anthony King,anthony.king@yahoo.com,2137315444,Streaming Mic Bundle,4,299.99,20.0,959.97,shipped,"""4196 Spruce Ct, Apt 13""",Miami,FL,33140,2023,11,1199.96
10944,2024-12-31,Joseph Collins,joseph.collins@outlook.com,9448461567,4K Webcam,4,149.99,10.0,539.96,cancelled,534 Aspen Dr,Portland,OR,97250,2024,12,599.96
27250,2024-07-03,Laura Taylor,laura.taylor@aol.com,4886223704,Monitor Arm,4,89.99,15.0,305.97,completed,1117 Birch Rd,Seattle,WA,98187,2024,7,359.96
8656,2024-12-31,Emily Carter,emily.carter@outlook.com,4865679042,USB Hub 7-Port,2,34.99,0.0,69.98,completed,4112 Pine Ct,Chicago,IL,60697,2024,12,69.98
9045,2024-12-31,Sharon Turner,sharon.turner@yahoo.com,9076176643,Ergonomic Chair,2,349.99,5.0,664.98,pending,"""4317 Main Ln, Apt 3""",Atlanta,GA,30331,2024,12,699.98
24976,2024-12-31,Jason Taylor,jason.taylor@aol.com,2012302812,Blue Light Glasses,3,24.99,10.0,67.47,completed,8048 Birch Ln,Seattle,WA,98152,2024,12,74.97
26310,2024-12-31,Anna Thomas,anna.thomas@gmail.com,7617272761,Noise Cancelling Headphones,1,249.99,10.0,224.99,completed,266 Pine Dr,Las Vegas,NV,89193,2024,12,249.99
15894,2024-02-23,Brenda Martin,brenda.martin@aol.com,4919399536,Phone Stand,2,15.99,15.0,27.18,completed,828 Maple St,Denver,CO,80238,2024,2,31.98
25915,2024-12-31,Carol Carter,carol.carter@hotmail.com,7166539034,Ring Light,2,79.99,10.0,143.98,cancelled,8995 Oak St,Minneapolis,MN,55410,2024,12,159.98
19432,2024-12-31,Ashley Garcia,ashley.garcia@icloud.com,9766267482,Wireless Headphones,4,79.99,0.0,319.96,pending,3117 Main Blvd,Dallas,TX,75294,2024,12,319.96
1900,2024-12-31,Jeffrey Wright,jeffrey.wright@gmail.com,8445404378,Standing Desk,3,599.99,0.0,1799.97,pending,8038 Maple Ct,Minneapolis,MN,55491,2024,12,1799.97
17715,2024-12-31,Donald Robinson,donald.robinson@hotmail.com,6972554010,Blue Light Glasses,4,24.99,10.0,89.96,pending,5421 Maple Ave,Salt Lake City,UT,84172,2024,12,99.96
13635,2024-12-31,Brian Evans,brian.evans@outlook.com,5356703226,Blue Light Glasses,1,24.99,0.0,24.99,cancelled,2602 Aspen Ln,Las Vegas,NV,89144,2024,12,24.99
7890,2024-12-31,Patricia Jackson,patricia.jackson@yahoo.com,6088362191,Streaming Mic Bundle,2,299.99,0.0,599.98,pending,7662 Spruce Ln,San Diego,CA,92149,2024,12,599.98
16818,2024-12-31,John Moore,john.moore@icloud.com,5277249121,Wireless Headphones,1,79.99,15.0,67.99,refunded,"""937 Maple Ct, Apt 1""",Philadelphia,PA,19194,2024,12,79.99
14627,2024-12-31,Nicholas Hill,nicholas.hill@icloud.com,2729466345,Laptop Stand,4,45.0,10.0,162.0,completed,9661 Birch Blvd,Charlotte,NC,28212,2024,12,180.0
7489,2023-01-13,Ashley Stewart,ashley.stewart@aol.com,7799134633,Ergonomic Chair,4,349.99,20.0,1119.97,refunded,4013 Birch Ave,Nashville,TN,37247,2023,1,1399.96
24887,2024-12-31,Ryan Thomas,ryan.thomas@icloud.com,8383476401,Wireless Headphones,4,79.99,0.0,319.96,cancelled,3565 Maple Way,Austin,TX,78775,2024,12,319.96
10526,2024-12-31,James Mitchell,james.mitchell@gmail.com,2636911585,Smart Plug 4-Pack,4,29.99,15.0,101.97,pending,"""7948 Cedar Dr, Apt 14""",Denver,CO,80227,2024,12,119.96
25417,2023-11-06,Charles Moore,charles.moore@aol.com,4296454434,4K Webcam,3,149.99,15.0,382.47,cancelled,5756 Maple Rd,Boston,MA,2135,2023,11,449.97
17166,2024-12-31,Amy Taylor,amy.taylor@hotmail.com,5618856145,Ring Light,4,79.99,0.0,319.96,cancelled,7919 Oak Ct,Portland,OR,97250,2024,12,319.96
16770,2024-12-31,Jeffrey Lewis,jeffrey.lewis@yahoo.com,2945826785,Cable Management Kit,4,14.99,10.0,53.96,cancelled,8684 Elm Way,Denver,CO,80283,2024,12,59.96
15814,2024-12-31,Melissa Stewart,melissa.stewart@gmail.com,14172125999,Noise Cancelling Headphones,3,249.99,0.0,749.97,refunded,9880 Elm Blvd,Atlanta,GA,30314,2024,12,749.97
23685,2024-12-31,John Baker,john.baker@icloud.com,2884709595,Mouse Pad XL,3,24.99,20.0,59.98,cancelled,"""4224 Spruce Ave, Apt 20""",San Diego,CA,92147,2024,12,74.97
17626,2024-12-31,Karen Clark,karen.clark@gmail.com,3118818251,Wireless Mouse,3,39.99,0.0,119.97,completed,4608 Aspen Ave,Philadelphia,PA,19156,2024,12,119.97
22565,2024-12-31,Brenda Reed,brenda.reed@yahoo.com,17836947148,Keyboard Wrist Rest,4,19.99,5.0,75.96,refunded,452 Oak Ct,Seattle,WA,98132,2024,12,79.96
5342,2024-12-31,Ashley Moore,ashley.moore@yahoo.com,2573808611,Laptop Stand,2,45.0,10.0,81.0,completed,6573 Oak St,Philadelphia,PA,19151,2024,12,90.0
19343,2024-12-31,Kevin Thompson,kevin.thompson@icloud.com,7697351129,Phone Case,3,19.99,0.0,59.97,refunded,1698 Walnut Blvd,Boston,MA,2149,2024,12,59.97
12070,2024-12-31,Brenda Rogers,brenda.rogers@hotmail.com,19948663544,Ring Light,3,79.99,10.0,215.97,cancelled,4292 Birch Blvd,Phoenix,AZ,85034,2024,12,239.96999999999997
20311,2024-12-31,Paul Anderson,paul.anderson@aol.com,5813205592,Wireless Mouse,4,39.99,20.0,127.97,shipped,215 Cedar Dr,San Jose,CA,95133,2024,12,159.96
14402,2024-12-31,Emma Torres,emma.torres@gmail.com,7785478136,USB-C Cable,3,12.49,5.0,35.6,completed,4508 Maple Ln,Atlanta,GA,30315,2024,12,37.47
20904,2024-05-18,Thomas Johnson,thomas.johnson@hotmail.com,3142932564,Wireless Headphones,1,79.99,0.0,79.99,pending,8490 Elm St,Nashville,TN,37216,2024,5,79.99
3780,2024-12-31,Donald Scott,donald.scott@hotmail.com,9948638379,Wireless Mouse,3,39.99,10.0,107.97,refunded,"""4301 Pine Dr, Apt 2""",Portland,OR,97281,2024,12,119.97
3250,2024-12-31,Nicholas White,nicholas.white@icloud.com,3126119171,Microphone,2,199.99,0.0,399.98,refunded,2194 Elm Dr,Indianapolis,IN,46236,2024,12,399.98
2562,2024-01-26,Joseph Collins,joseph.collins@gmail.com,3797171370,Ring Light,4,79.99,10.0,287.96,completed,5136 Oak Blvd,Seattle,WA,98140,2024,1,319.96
4223,2024-12-31,Anna Miller,anna.miller@gmail.com,18733947926,"Laptop Sleeve 15""",2,29.99,10.0,53.98,refunded,9640 Walnut Rd,Denver,CO,80284,2024,12,59.98
9970,2024-12-31,Brenda Wilson,brenda.wilson@gmail.com,2537961080,Wireless Headphones,4,79.99,0.0,319.96,cancelled,6827 Main Ct,San Jose,CA,95145,2024,12,319.96
14860,2024-12-31,William King,unknown@email.com,4915248268,Monitor Arm,4,89.99,0.0,359.96,cancelled,"""3900 Pine Blvd, Apt 17""",Indianapolis,IN,46263,2024,12,359.96
23988,2024-12-31,Ruth Reed,ruth.reed@yahoo.com,2608786710,Streaming Mic Bundle,1,299.99,0.0,299.99,refunded,6058 Pine Ct,Miami,FL,33184,2024,12,299.99
20956,2024-11-28,Deborah Ramirez,deborah.ramirez@outlook.com,13704141489,Laptop Cooler,3,39.99,10.0,107.97,shipped,8669 Birch Ave,Boston,MA,2114,2024,11,119.97
15778,2024-12-31,Melissa Cook,melissa.cook@hotmail.com,9592227715,Monitor,3,299.99,10.0,809.97,shipped,4219 Cedar Way,Portland,OR,97294,2024,12,899.97
7909,2024-12-31,Barbara Miller,barbara.miller@gmail.com,9978041727,Phone Case,3,19.99,0.0,59.97,pending,4917 Cedar Rd,Philadelphia,PA,19121,2024,12,59.97
18287,2024-12-31,Sarah Baker,sarah.baker@gmail.com,8487264005,Streaming Mic Bundle,4,299.99,20.0,959.97,shipped,7991 Oak St,Columbus,OH,43223,2024,12,1199.96
22258,2024-12-31,Karen Thomas,unknown@email.com,8542491799,Cable Organizer,1,12.99,0.0,12.99,completed,6240 Maple Ct,Boston,MA,2173,2024,12,12.99
19865,2024-12-31,Donald Martinez,unknown@email.com,2466464243,Smart Plug 4-Pack,2,29.99,15.0,50.98,completed,5605 Spruce St,Atlanta,GA,30312,2024,12,59.98
6900,2024-12-31,David Jackson,david.jackson@aol.com,8468266145,Portable Charger,4,49.99,0.0,199.96,completed,1732 Pine Blvd,Phoenix,AZ,85028,2024,12,199.96
5278,2024-11-08,Brian Clark,brian.clark@aol.com,6238342986,Standing Desk,4,599.99,10.0,2159.96,pending,9149 Birch Way,Columbus,OH,43262,2024,11,2399.96
